DEPTH,CKH,CPOR,DT,DTSM,GR,NPHI,PHIE,RHOB,RT,RXO,SW,TEMP,VCL,VDOL,VLIM
284.42,-999.25,-999.25,-999.25,-999.25,22.513,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
284.92,-999.25,-999.25,-999.25,-999.25,22.848,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
285.42,-999.25,-999.25,-999.25,-999.25,21.792,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
285.92,-999.25,-999.25,-999.25,-999.25,20.346,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
286.42,-999.25,-999.25,-999.25,-999.25,20.017,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
286.92,-999.25,-999.25,-999.25,-999.25,20.234,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
287.42,-999.25,-999.25,-999.25,-999.25,19.889,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
287.92,-999.25,-999.25,-999.25,-999.25,18.321,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
288.42,-999.25,-999.25,-999.25,-999.25,16.522,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
288.92,-999.25,-999.25,-999.25,-999.25,15.346,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
289.42,-999.25,-999.25,-999.25,-999.25,14.787,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
289.92,-999.25,-999.25,-999.25,-999.25,15.276,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
290.42,-999.25,-999.25,-999.25,-999.25,16.788,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
290.92,-999.25,-999.25,-999.25,-999.25,18.172,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
291.42,-999.25,-999.25,-999.25,-999.25,18.746,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
291.92,-999.25,-999.25,-999.25,-999.25,19.066,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
292.42,-999.25,-999.25,-999.25,-999.25,19.548,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
292.92,-999.25,-999.25,-999.25,-999.25,20.897,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
293.42,-999.25,-999.25,-999.25,-999.25,22.735,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
293.92,-999.25,-999.25,-999.25,-999.25,22.937,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
294.42,-999.25,-999.25,-999.25,-999.25,21.373,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
294.92,-999.25,-999.25,-999.25,-999.25,18.949,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
295.42,-999.25,-999.25,-999.25,-999.25,16.207,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
295.92,-999.25,-999.25,-999.25,-999.25,14.26,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
296.42,-999.25,-999.25,-999.25,-999.25,13.962,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
296.92,-999.25,-999.25,-999.25,-999.25,14.274,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
297.42,-999.25,-999.25,-999.25,-999.25,13.85,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
297.92,-999.25,-999.25,-999.25,-999.25,13.531,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
298.42,-999.25,-999.25,-999.25,-999.25,14.406,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
298.92,-999.25,-999.25,-999.25,-999.25,16.379,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
299.42,-999.25,-999.25,-999.25,-999.25,17.811,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
299.92,-999.25,-999.25,-999.25,-999.25,17.83,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
300.42,-999.25,-999.25,-999.25,-999.25,17.243,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
300.92,-999.25,-999.25,-999.25,-999.25,16.635,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
301.42,-999.25,-999.25,-999.25,-999.25,15.783,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
301.92,-999.25,-999.25,-999.25,-999.25,15.198,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
302.42,-999.25,-999.25,-999.25,-999.25,16.183,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
302.92,-999.25,-999.25,-999.25,-999.25,17.829,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
303.42,-999.25,-999.25,-999.25,-999.25,18.434,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
303.92,-999.25,-999.25,-999.25,-999.25,17.254,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
304.42,-999.25,-999.25,-999.25,-999.25,15.205,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
304.92,-999.25,-999.25,-999.25,-999.25,13.98,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
305.42,-999.25,-999.25,-999.25,-999.25,14.962,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
305.92,-999.25,-999.25,-999.25,-999.25,17.788,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
306.42,-999.25,-999.25,-999.25,-999.25,19.948,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
306.92,-999.25,-999.25,-999.25,-999.25,20.733,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
307.42,-999.25,-999.25,-999.25,-999.25,21.042,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
307.92,-999.25,-999.25,-999.25,-999.25,20.333,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
308.42,-999.25,-999.25,-999.25,-999.25,18.738,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
308.92,-999.25,-999.25,-999.25,-999.25,18.099,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
309.42,-999.25,-999.25,-999.25,-999.25,17.859,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
309.92,-999.25,-999.25,-999.25,-999.25,15.733,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
310.42,-999.25,-999.25,-999.25,-999.25,12.753,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
310.92,-999.25,-999.25,-999.25,-999.25,10.988,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
311.42,-999.25,-999.25,-999.25,-999.25,11.109,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
311.92,-999.25,-999.25,-999.25,-999.25,11.771,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
312.42,-999.25,-999.25,-999.25,-999.25,12.652,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
312.92,-999.25,-999.25,-999.25,-999.25,14.06,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
313.42,-999.25,-999.25,-999.25,-999.25,15.485,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
313.92,-999.25,-999.25,-999.25,-999.25,16.795,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
314.42,-999.25,-999.25,-999.25,-999.25,18.132,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
314.92,-999.25,-999.25,-999.25,-999.25,18.839,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
315.42,-999.25,-999.25,-999.25,-999.25,18.136,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
315.92,-999.25,-999.25,-999.25,-999.25,16.723,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
316.42,-999.25,-999.25,-999.25,-999.25,14.778,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
316.92,-999.25,-999.25,-999.25,-999.25,12.708,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
317.42,-999.25,-999.25,-999.25,-999.25,11.968,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
317.92,-999.25,-999.25,-999.25,-999.25,12.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
318.42,-999.25,-999.25,-999.25,-999.25,11.608,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
318.92,-999.25,-999.25,-999.25,-999.25,9.597,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
319.42,-999.25,-999.25,-999.25,-999.25,9.321,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
319.92,-999.25,-999.25,-999.25,-999.25,11.135,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
320.42,-999.25,-999.25,-999.25,-999.25,12.398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
320.92,-999.25,-999.25,-999.25,-999.25,12.866,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
321.42,-999.25,-999.25,-999.25,-999.25,14.227,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
321.92,-999.25,-999.25,-999.25,-999.25,15.692,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
322.42,-999.25,-999.25,-999.25,-999.25,16.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
322.92,-999.25,-999.25,-999.25,-999.25,17.341,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
323.42,-999.25,-999.25,-999.25,-999.25,18.826,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
323.92,-999.25,-999.25,-999.25,-999.25,19.459,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
324.42,-999.25,-999.25,-999.25,-999.25,19.209,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
324.92,-999.25,-999.25,-999.25,-999.25,18.997,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
325.42,-999.25,-999.25,-999.25,-999.25,18.923,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
325.92,-999.25,-999.25,-999.25,-999.25,17.97,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
326.42,-999.25,-999.25,-999.25,-999.25,16.751,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
326.92,-999.25,-999.25,-999.25,-999.25,16.769,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
327.42,-999.25,-999.25,-999.25,-999.25,16.713,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
327.92,-999.25,-999.25,-999.25,-999.25,14.648,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
328.42,-999.25,-999.25,-999.25,-999.25,11.437,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
328.92,-999.25,-999.25,-999.25,-999.25,9.407,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
329.42,-999.25,-999.25,-999.25,-999.25,9.048,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
329.92,-999.25,-999.25,-999.25,-999.25,9.593,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
330.42,-999.25,-999.25,-999.25,-999.25,9.94,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
330.92,-999.25,-999.25,-999.25,-999.25,9.952,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
331.42,-999.25,-999.25,-999.25,-999.25,10.065,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
331.92,-999.25,-999.25,-999.25,-999.25,10.098,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
332.42,-999.25,-999.25,-999.25,-999.25,10.14,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
332.92,-999.25,-999.25,-999.25,-999.25,10.778,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
333.42,-999.25,-999.25,-999.25,-999.25,11.536,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
333.92,-999.25,-999.25,-999.25,-999.25,10.979,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
334.42,-999.25,-999.25,-999.25,-999.25,9.355,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
334.92,-999.25,-999.25,-999.25,-999.25,8.858,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
335.42,-999.25,-999.25,-999.25,-999.25,9.538,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
335.92,-999.25,-999.25,-999.25,-999.25,9.452,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
336.42,-999.25,-999.25,-999.25,-999.25,8.834,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
336.92,-999.25,-999.25,-999.25,-999.25,10.019,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
337.42,-999.25,-999.25,-999.25,-999.25,12.391,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
337.92,-999.25,-999.25,-999.25,-999.25,13.704,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
338.42,-999.25,-999.25,-999.25,-999.25,13.762,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
338.92,-999.25,-999.25,-999.25,-999.25,14.319,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
339.42,-999.25,-999.25,-999.25,-999.25,17.187,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
339.92,-999.25,-999.25,-999.25,-999.25,21.901,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
340.42,-999.25,-999.25,-999.25,-999.25,24.835,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
340.92,-999.25,-999.25,-999.25,-999.25,23.752,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
341.42,-999.25,-999.25,-999.25,-999.25,20.66,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
341.92,-999.25,-999.25,-999.25,-999.25,18.724,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
342.42,-999.25,-999.25,-999.25,-999.25,19.155,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
342.92,-999.25,-999.25,-999.25,-999.25,20.899,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
343.42,-999.25,-999.25,-999.25,-999.25,21.248,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
343.92,-999.25,-999.25,-999.25,-999.25,19.211,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
344.42,-999.25,-999.25,-999.25,-999.25,17.607,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
344.92,-999.25,-999.25,-999.25,-999.25,18.528,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
345.42,-999.25,-999.25,-999.25,-999.25,20.436,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
345.92,-999.25,-999.25,-999.25,-999.25,20.189,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
346.42,-999.25,-999.25,-999.25,-999.25,17.813,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
346.92,-999.25,-999.25,-999.25,-999.25,16.128,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
347.42,-999.25,-999.25,-999.25,-999.25,15.899,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
347.92,-999.25,-999.25,-999.25,-999.25,16.235,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
348.42,-999.25,-999.25,-999.25,-999.25,17.266,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
348.92,-999.25,-999.25,-999.25,-999.25,19.117,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
349.42,-999.25,-999.25,-999.25,-999.25,19.778,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
349.92,-999.25,-999.25,-999.25,-999.25,18.559,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
350.42,-999.25,-999.25,-999.25,-999.25,17.766,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
350.92,-999.25,-999.25,-999.25,-999.25,19.034,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
351.42,-999.25,-999.25,-999.25,-999.25,19.417,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
351.92,-999.25,-999.25,-999.25,-999.25,17.749,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
352.42,-999.25,-999.25,-999.25,-999.25,16.502,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
352.92,-999.25,-999.25,-999.25,-999.25,16.717,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
353.42,-999.25,-999.25,-999.25,-999.25,16.334,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
353.92,-999.25,-999.25,-999.25,-999.25,15.29,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
354.42,-999.25,-999.25,-999.25,-999.25,14.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
354.92,-999.25,-999.25,-999.25,-999.25,13.344,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
355.42,-999.25,-999.25,-999.25,-999.25,11.661,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
355.92,-999.25,-999.25,-999.25,-999.25,10.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
356.42,-999.25,-999.25,-999.25,-999.25,11.501,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
356.92,-999.25,-999.25,-999.25,-999.25,14.209,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
357.42,-999.25,-999.25,-999.25,-999.25,16.105,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
357.92,-999.25,-999.25,-999.25,-999.25,17.475,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
358.42,-999.25,-999.25,-999.25,-999.25,19.299,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
358.92,-999.25,-999.25,-999.25,-999.25,20.224,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
359.42,-999.25,-999.25,-999.25,-999.25,19.654,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
359.92,-999.25,-999.25,-999.25,-999.25,19.547,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
360.42,-999.25,-999.25,-999.25,-999.25,19.438,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
360.92,-999.25,-999.25,-999.25,-999.25,18.847,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
361.42,-999.25,-999.25,-999.25,-999.25,19.616,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
361.92,-999.25,-999.25,-999.25,-999.25,21.609,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
362.42,-999.25,-999.25,-999.25,-999.25,22.893,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
362.92,-999.25,-999.25,-999.25,-999.25,22.205,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
363.42,-999.25,-999.25,-999.25,-999.25,19.528,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
363.92,-999.25,-999.25,-999.25,-999.25,15.928,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
364.42,-999.25,-999.25,-999.25,-999.25,14.071,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
364.92,-999.25,-999.25,-999.25,-999.25,14.853,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
365.42,-999.25,-999.25,-999.25,-999.25,16.317,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
365.92,-999.25,-999.25,-999.25,-999.25,16.929,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
366.42,-999.25,-999.25,-999.25,-999.25,16.907,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
366.92,-999.25,-999.25,-999.25,-999.25,16.988,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
367.42,-999.25,-999.25,-999.25,-999.25,17.284,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
367.92,-999.25,-999.25,-999.25,-999.25,17.573,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
368.42,-999.25,-999.25,-999.25,-999.25,17.291,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
368.92,-999.25,-999.25,-999.25,-999.25,16.309,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
369.42,-999.25,-999.25,-999.25,-999.25,15.045,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
369.92,-999.25,-999.25,-999.25,-999.25,14.022,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
370.42,-999.25,-999.25,-999.25,-999.25,13.462,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
370.92,-999.25,-999.25,-999.25,-999.25,13.913,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
371.42,-999.25,-999.25,-999.25,-999.25,14.931,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
371.92,-999.25,-999.25,-999.25,-999.25,15.373,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
372.42,-999.25,-999.25,-999.25,-999.25,14.825,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
372.92,-999.25,-999.25,-999.25,-999.25,14.161,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
